,true_values,pred_probs,titles,pred
15885,1.0,0.34420448206374266,"Donald Trump Stares Forlornly At Tiny, Aged Penis In Mirror Before Putting On Clothes, Beginning Day",0.0
3446,0.0,0.6765915140734146,Men’s Sexual Health May Benefit From Daily Nut Consumption,1.0
3214,0.0,0.7991246020179534,Bungie Will Release At Least One Non-Destiny Game by 2025,1.0
5244,0.0,0.6561723956753809,Sumaya Kazi America’s “best young enterpreneurs”,1.0
9579,1.0,0.49081682866832915,How People Are Radicalized Online,0.0
7347,0.0,0.5251735355826936,You Can Now Do Yoga In A Field Full Of Alpacas In Cumbria And Honestly It's The Dream,1.0
12108,1.0,0.40781564463856207,Dasani Under Fire After Tanker Explosion Leads To Massive Water Spill Off Coast Of Mexico,0.0
1315,0.0,0.6277568505827417,Could bug burgers help save the planet? - BBC News,1.0
4095,0.0,0.8350727409547868,"Quantum observers may be entitled to their own facts, sometimes cannot agree on what happened in an experiment",1.0
8226,1.0,0.4581271879181904,"Lean In, Queen! Her Husband Told Her The Only Room Off Limits In His Accursed Estate Was His Private Study, But She Went In Anyway And Totally Owned Her Horrible Fate",0.0
15028,1.0,0.3796195294122989,World’s Oldest Message In A Bottle Found On Australian Beach,0.0
1223,0.0,0.5836481155415327,6-year-old YouTuber buys $8 million property,1.0
1681,0.0,0.7961582524325833,IRA Formally Deny They Still Exist,1.0
10172,1.0,0.11504108603993307,"‘Fly, My Pretties,’ Says Jeff Bezos Releasing Swarm Of Amazon Drones To Hunt Down Nude Photos",0.0
4733,0.0,0.6464396513562694,Cùng tìm hiểu về thức ăn hạt cho mèo con 2 – 12 tháng tuổi,1.0
3662,0.0,0.613503873630346,"Russia hopes White House doesn't release Trump-Putin call transcripts, reports say",1.0
263,0.0,0.7648543522996495,"Islamic State Turns to Teen-Friendly TikTok, Adorning Posts With Pink Hearts",1.0
3477,0.0,0.8435732868814527,Pet parents go into debt for ‘fur babies’,1.0
5010,0.0,0.9134774968590043,Circuses Struggling To Find New Clowns As Top Prospects Continue To Go Into Politics,1.0
1310,0.0,0.7270246754231102,New rules for contractors have unexpected consequences for The City’s strip clubs,1.0
15117,1.0,0.37918073507342803,Ambush Tactics ft. Butcha - Too Many Times [Official Video],0.0
5062,0.0,0.8114561226753957,Again with the American Christian victim complex,1.0
8513,1.0,0.36806952626071715,"July 21, 1969",0.0
13979,1.0,0.32958649434165294,Central NY parents want top county court to evict 30-year-old son from family home,0.0
6348,0.0,0.5321929090732481,Guitar Shaped Mailbox Causes Rollover Crash In Greenbrier,1.0
6843,0.0,0.54741372995769,Ukrainains irate as Sara Netanyahu throws bread on floor during Kiev welcome,1.0
2562,0.0,0.5488974602668776,"The CW's Batwoman Has a New Enemy, and It's Rachel Maddow",1.0
4742,0.0,0.5063349276561325,"""All a bit predictable"": Sean Bean now rejects roles where his character dies on screen",1.0
16653,1.0,0.20046880854620586,Monarch Butterfly Makes Directorial Debut On 'Nature' Episode,0.0
2551,0.0,0.580355574774651,"Father, son build 3D printed Lamborghini",1.0
9501,1.0,0.27728782357184906,"Hare Krishnas: ‘Hare Krishna, Hare Krishna, Krishna Krishna, Hare Hare’",0.0
14328,1.0,0.14902033191322359,The NRA Is Claiming That The Tennessee Waffle House Shooting Would Not Have Happened If An Armed Teacher Had Been Teaching A Math Class There,0.0
14828,1.0,0.41436377866877294,"Authorities Claim The True Austin Bomber Was Everyone Who Failed This Sensitive, Promising Kid",0.0
13162,1.0,0.41536452603198226,Qatar Unveils Indentured Mascot For 2022 World Cup,0.0
7802,0.0,0.5186402543827878,BzzzzzZzzzZZzzZzzz,1.0
6723,0.0,0.5990904350074053,This Is What The President Donald Trump Eats | kiwiwell,1.0
98,0.0,0.7179875793538587,North Texas Couple Moving Into New Home Sees It Destroyed By Tornado,1.0
16933,1.0,0.09980094162050142,New world Scrabble champion: 'I'm in cocaine and pussy heaven',0.0
4198,0.0,0.5489930736334707,"Raccoons punch hole through ceiling, ransack White Rock home",1.0
16202,1.0,0.32750622026442094,Doctors Discover Purpose Of Appendix Is To Contain Human Soul,0.0
11957,1.0,0.20468983502946778,"Sorry, Feminists, But If Discrimination Against Men Doesn’t Exist, Then How Come Eagles Keep Grabbing Me By My Penis And Pulling Me Into The Sky?",0.0
4754,0.0,0.6132892814146731,Man undergoes surgery for erection that lasted for 36 hours: ‘They said my penis would die’,1.0
2280,0.0,0.5597806583266205,European Super League will help football evolve against threat of Fortnite,1.0
4833,0.0,0.5447816018170527,Home - Islamic Traditional Healer,1.0
4707,0.0,0.5430697708143783,Naruto Run past the anchor!,1.0
2054,0.0,0.7958919461829679,Statue Of A Homeless Jesus Startles A Wealthy Community,1.0
1612,0.0,0.5943910016899017,All Postpaid Mobile Phones To Be Restored In J&amp;K From Monday,1.0
10419,1.0,0.4995108376152821,Marine Biologists Train Highly Intelligent Octopus To Profitably Manage Mid-Size Aluminum Goods Supplier,0.0
6179,0.0,0.704133573883831,"John Hinckley Jr., who tried to assassinate Reagan, interested in music industry job",1.0
